https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1634324400000,2021-10-15 19:00:00,BTC/USDT,61694.86,61705.00,61300.34,61507.61,10806.430,664063478.01141,129573
1634320800000,2021-10-15 18:00:00,BTC/USDT,61800.30,61895.00,61528.35,61694.86,12969.433,800495531.08817,147945
1634317200000,2021-10-15 17:00:00,BTC/USDT,61489.72,61946.00,61100.00,61800.29,35847.106,2206045892.08624,328553
1634313600000,2021-10-15 16:00:00,BTC/USDT,60086.78,61600.00,60040.55,61489.72,44099.834,2684836043.39484,448718
1634310000000,2021-10-15 15:00:00,BTC/USDT,60096.08,60169.50,59700.00,60090.68,18638.744,1117241267.29366,180148
1634306400000,2021-10-15 14:00:00,BTC/USDT,60017.24,60327.49,59666.00,60096.07,24381.805,1463569629.01270,259034
1634302800000,2021-10-15 13:00:00,BTC/USDT,59297.81,60480.00,59249.77,60017.24,29981.395,1798107126.42168,297932
1634299200000,2021-10-15 12:00:00,BTC/USDT,59549.16,59616.09,59211.00,59298.61,8569.604,509222476.02370,103652
1634295600000,2021-10-15 11:00:00,BTC/USDT,59319.99,59579.67,59220.63,59550.17,7332.385,435452826.69136,112100
1634292000000,2021-10-15 10:00:00,BTC/USDT,59399.99,59430.00,58901.92,59319.99,10592.077,626692553.84058,130190
1634288400000,2021-10-15 09:00:00,BTC/USDT,59019.05,59400.00,58802.41,59399.99,11396.055,673857363.14482,139252
1634284800000,2021-10-15 08:00:00,BTC/USDT,59290.79,59488.88,58863.00,59019.05,20445.549,1209846196.07211,196982
1634281200000,2021-10-15 07:00:00,BTC/USDT,59707.63,59740.00,59250.00,59290.78,9151.768,543945864.21052,117750
1634277600000,2021-10-15 06:00:00,BTC/USDT,59638.88,59779.38,59426.08,59709.73,9844.894,586619324.92861,133107
1634274000000,2021-10-15 05:00:00,BTC/USDT,59646.56,60100.00,59445.37,59638.88,27093.538,1619520412.42944,262391
1634270400000,2021-10-15 04:00:00,BTC/USDT,59445.05,59776.00,59159.93,59646.56,19803.965,1178576836.30107,218225
1634266800000,2021-10-15 03:00:00,BTC/USDT,59116.13,59500.00,58858.14,59445.04,21894.977,1296753765.52981,229053
1634263200000,2021-10-15 02:00:00,BTC/USDT,57279.99,59391.12,57120.00,59117.92,52964.481,3102311588.83108,460716
1634259600000,2021-10-15 01:00:00,BTC/USDT,57092.55,57339.70,56900.00,57279.99,7893.718,450831609.35200,104608
1634256000000,2021-10-15 00:00:00,BTC/USDT,57377.12,57500.00,57010.78,57092.56,8334.735,476801721.02726,111233
1634252400000,2021-10-14 23:00:00,BTC/USDT,57621.00,57674.55,57234.17,57378.19,5002.364,287241192.62539,82203
1634248800000,2021-10-14 22:00:00,BTC/USDT,57787.12,57797.01,57503.29,57620.99,3609.324,207988062.03387,64551
1634245200000,2021-10-14 21:00:00,BTC/USDT,57459.38,57799.97,57450.00,57787.12,3370.414,194252183.76259,67042
1634241600000,2021-10-14 20:00:00,BTC/USDT,57860.89,57900.00,57450.00,57459.37,6057.975,349003852.10538,88608
1634238000000,2021-10-14 19:00:00,BTC/USDT,58071.71,58079.86,56800.00,57860.89,21900.825,1259223396.28227,211926
1634234400000,2021-10-14 18:00:00,BTC/USDT,57230.53,58131.30,56848.84,58072.58,22433.647,1290288630.51536,209202
1634230800000,2021-10-14 17:00:00,BTC/USDT,57158.57,57321.07,57105.07,57230.53,5149.873,294679158.83322,75427
1634227200000,2021-10-14 16:00:00,BTC/USDT,57379.56,57508.67,57027.12,57155.17,10697.946,612497351.08950,137283
1634223600000,2021-10-14 15:00:00,BTC/USDT,57422.10,57850.00,56980.31,57379.56,21887.465,1257455233.61209,218444
1634220000000,2021-10-14 14:00:00,BTC/USDT,57445.90,57665.91,57260.00,57422.10,9528.199,547703712.12367,121155
1634216400000,2021-10-14 13:00:00,BTC/USDT,57606.84,57800.00,57334.01,57445.57,8878.651,510865180.51395,116148
1634212800000,2021-10-14 12:00:00,BTC/USDT,57682.27,57950.00,57448.00,57610.48,11375.069,656216832.94313,134583
1634209200000,2021-10-14 11:00:00,BTC/USDT,57693.83,58199.20,57596.70,57682.00,13739.124,795592507.02183,161629
1634205600000,2021-10-14 10:00:00,BTC/USDT,57462.78,57843.46,57300.00,57693.84,8404.625,484163884.35947,115900
1634202000000,2021-10-14 09:00:00,BTC/USDT,57514.26,57778.06,57224.70,57462.02,9759.083,560712819.51502,122626
1634198400000,2021-10-14 08:00:00,BTC/USDT,57416.58,57759.25,57404.99,57514.27,7053.639,406314137.50997,100143
1634194800000,2021-10-14 07:00:00,BTC/USDT,57725.96,57846.18,57363.23,57416.57,9323.866,537189432.35870,118540
1634191200000,2021-10-14 06:00:00,BTC/USDT,57989.22,58120.84,57512.00,57725.13,7514.266,434422763.95213,105205
1634187600000,2021-10-14 05:00:00,BTC/USDT,58041.60,58173.07,57823.00,57990.00,6392.210,370793130.42958,91132
1634184000000,2021-10-14 04:00:00,BTC/USDT,58117.79,58219.00,57716.76,58041.60,9368.024,542943009.60373,114640
1634180400000,2021-10-14 03:00:00,BTC/USDT,58261.58,58310.17,58070.86,58117.79,4851.466,282246192.25965,75354
1634176800000,2021-10-14 02:00:00,BTC/USDT,58339.18,58586.67,58101.25,58261.58,9204.104,536817067.70507,119939
1634173200000,2021-10-14 01:00:00,BTC/USDT,57750.80,58524.09,57646.08,58339.18,27958.156,1626564830.88398,261853
1634169600000,2021-10-14 00:00:00,BTC/USDT,57393.65,57770.00,57168.15,57752.95,11259.436,647271925.42997,125973
1634166000000,2021-10-13 23:00:00,BTC/USDT,57400.22,57486.17,57200.00,57393.65,6118.203,350964954.31544,84665
1634162400000,2021-10-13 22:00:00,BTC/USDT,57541.55,57822.38,57350.00,57400.22,7802.398,449028360.87693,107807
1634158800000,2021-10-13 21:00:00,BTC/USDT,57007.70,57786.83,56916.32,57541.59,15427.172,886350935.15702,175842
1634155200000,2021-10-13 20:00:00,BTC/USDT,57260.94,57533.00,56622.90,57007.71,15811.187,903517800.36765,170851
1634151600000,2021-10-13 19:00:00,BTC/USDT,56981.20,57300.00,56955.00,57260.95,6492.019,370641529.24591,90013
1634148000000,2021-10-13 18:00:00,BTC/USDT,56880.61,57192.34,56832.82,56981.19,7634.357,435111517.38834,106721
1634144400000,2021-10-13 17:00:00,BTC/USDT,56937.87,57280.00,56766.99,56880.63,13529.874,771004937.76746,156234
1634140800000,2021-10-13 16:00:00,BTC/USDT,56170.08,57147.00,56080.00,56937.86,20959.679,1187335732.64678,207698
1634137200000,2021-10-13 15:00:00,BTC/USDT,55773.71,56432.00,55770.00,56170.86,21357.280,1200294626.28055,211682
1634133600000,2021-10-13 14:00:00,BTC/USDT,54903.11,55917.03,54520.00,55773.72,26580.019,1470870480.27134,260818
1634130000000,2021-10-13 13:00:00,BTC/USDT,55063.12,55239.57,54800.00,54903.12,9131.621,502671414.99381,120106
1634126400000,2021-10-13 12:00:00,BTC/USDT,55209.51,55341.00,54827.93,55064.38,12699.666,699692362.31755,144538
1634122800000,2021-10-13 11:00:00,BTC/USDT,54675.69,55244.80,54489.99,55209.51,12498.156,686112884.55605,142753
1634119200000,2021-10-13 10:00:00,BTC/USDT,54893.46,55146.35,54419.00,54675.69,13172.678,722069145.68225,150001
1634115600000,2021-10-13 09:00:00,BTC/USDT,54657.33,54972.91,54271.24,54893.45,16629.201,908213236.85963,173255
1634112000000,2021-10-13 08:00:00,BTC/USDT,54638.97,55324.16,54466.66,54657.33,23231.882,1275129265.44732,211048
1634108400000,2021-10-13 07:00:00,BTC/USDT,55360.92,55474.75,54569.16,54640.19,18587.801,1020624203.19142,192467
1634104800000,2021-10-13 06:00:00,BTC/USDT,55023.16,55523.53,54770.28,55360.92,20229.615,1117809254.59261,189141
1634101200000,2021-10-13 05:00:00,BTC/USDT,56078.01,56224.26,54930.31,55023.16,26304.025,1461270532.30846,224384
1634097600000,2021-10-13 04:00:00,BTC/USDT,56275.51,56364.32,56027.32,56081.27,6478.871,364113644.84398,80737
1634094000000,2021-10-13 03:00:00,BTC/USDT,56420.60,56477.56,56240.00,56275.50,3991.455,224823111.83065,62850
1634090400000,2021-10-13 02:00:00,BTC/USDT,56285.01,56441.00,56216.65,56420.59,6048.610,340487582.23722,67439
1634086800000,2021-10-13 01:00:00,BTC/USDT,56470.00,56624.10,56152.22,56285.01,6544.401,368749616.92942,84796
1634083200000,2021-10-13 00:00:00,BTC/USDT,56011.83,56524.00,55823.28,56470.00,10454.148,587780661.53252,128499
1634079600000,2021-10-12 23:00:00,BTC/USDT,56398.33,56560.62,55930.86,56011.84,9439.538,531371775.65497,110095
1634076000000,2021-10-12 22:00:00,BTC/USDT,56075.16,56435.00,56040.00,56398.33,10413.194,585479373.55759,123436
1634072400000,2021-10-12 21:00:00,BTC/USDT,55381.93,56101.34,55125.41,56075.16,12191.440,678313151.78087,148896
1634068800000,2021-10-12 20:00:00,BTC/USDT,55369.14,55635.85,53750.00,55381.92,41528.562,2279440518.20478,375279
1634065200000,2021-10-12 19:00:00,BTC/USDT,55626.60,55925.95,55151.32,55369.15,12175.536,676694572.19403,138913
1634061600000,2021-10-12 18:00:00,BTC/USDT,55960.00,56043.81,55600.00,55626.60,7486.329,417706737.61160,100626
1634058000000,2021-10-12 17:00:00,BTC/USDT,55968.92,56104.14,55563.00,55960.00,20439.488,1140934276.96316,210287
1634054400000,2021-10-12 16:00:00,BTC/USDT,56352.17,56434.28,55820.69,55968.93,20026.401,1123298127.65368,209256
1634050800000,2021-10-12 15:00:00,BTC/USDT,56419.19,56663.84,56060.00,56352.17,20357.628,1148095596.94399,207227
1634047200000,2021-10-12 14:00:00,BTC/USDT,56981.21,57173.00,56106.76,56419.19,24860.436,1410211763.48931,235948
1634043600000,2021-10-12 13:00:00,BTC/USDT,56901.30,57478.99,56869.00,56981.20,20673.391,1182116762.85755,210352
1634040000000,2021-10-12 12:00:00,BTC/USDT,57259.99,57306.63,56800.00,56901.15,12293.822,700400016.91027,144700
1634036400000,2021-10-12 11:00:00,BTC/USDT,57186.79,57398.77,57045.74,57259.99,7432.946,425462844.60977,104928
1634032800000,2021-10-12 10:00:00,BTC/USDT,56975.39,57268.02,56707.43,57195.53,15784.731,899198038.17206,177899
1634029200000,2021-10-12 09:00:00,BTC/USDT,57469.99,57516.76,56810.00,56975.38,13581.518,775918403.51809,157534
1634025600000,2021-10-12 08:00:00,BTC/USDT,57335.31,57630.00,57255.00,57469.99,8240.845,473536995.18327,109625
1634022000000,2021-10-12 07:00:00,BTC/USDT,57217.91,57474.94,57160.71,57335.30,7417.525,425302827.61375,100924
1634018400000,2021-10-12 06:00:00,BTC/USDT,57423.12,57662.51,57050.77,57217.91,13644.616,783316843.42388,145859
1634014800000,2021-10-12 05:00:00,BTC/USDT,56975.23,57756.52,56610.54,57423.12,16901.898,966871674.80458,163818
1634011200000,2021-10-12 04:00:00,BTC/USDT,56743.25,57064.50,56584.76,56975.22,7285.414,414418922.30419,89980
1634007600000,2021-10-12 03:00:00,BTC/USDT,56789.06,56800.00,56440.01,56743.26,10537.324,596556918.57499,117772
1634004000000,2021-10-12 02:00:00,BTC/USDT,57079.95,57182.90,56680.00,56789.05,8751.198,498176054.78840,100686
1634000400000,2021-10-12 01:00:00,BTC/USDT,56947.93,57160.00,56724.18,57079.95,8076.893,460206283.34204,94532
1633996800000,2021-10-12 00:00:00,BTC/USDT,57500.01,57504.62,56610.00,56947.94,19607.102,1116163267.40669,181790
1633993200000,2021-10-11 23:00:00,BTC/USDT,57200.00,57542.95,57100.00,57500.01,7050.697,403861432.10861,80410
1633989600000,2021-10-11 22:00:00,BTC/USDT,57184.60,57354.23,57074.99,57200.00,5475.367,313333881.30112,71238
1633986000000,2021-10-11 21:00:00,BTC/USDT,57349.99,57437.89,57024.04,57184.60,7772.605,444492325.69731,99542
1633982400000,2021-10-11 20:00:00,BTC/USDT,57501.90,57522.54,56810.00,57348.68,19775.311,1130869124.98544,206936
1633978800000,2021-10-11 19:00:00,BTC/USDT,57356.86,57880.00,57353.00,57501.90,10684.212,615712887.86651,124342
1633975200000,2021-10-11 18:00:00,BTC/USDT,57442.25,57579.99,57320.06,57356.85,5580.124,320499236.15343,74008
1633971600000,2021-10-11 17:00:00,BTC/USDT,57309.64,57600.00,57200.84,57442.24,7188.074,412721323.81674,93102
1633968000000,2021-10-11 16:00:00,BTC/USDT,57500.00,57798.05,57253.67,57309.64,13488.508,775327869.82982,147284
1633964400000,2021-10-11 15:00:00,BTC/USDT,57452.24,57622.80,57212.42,57500.00,11038.040,633749940.62538,133688
1633960800000,2021-10-11 14:00:00,BTC/USDT,57227.43,57685.86,57019.05,57450.61,21533.560,1235624462.34563,239647
1633957200000,2021-10-11 13:00:00,BTC/USDT,56498.08,57440.00,56498.07,57227.44,28469.724,1624839407.43108,293823
1633953600000,2021-10-11 12:00:00,BTC/USDT,56437.85,56576.19,56150.51,56498.07,10520.535,593410736.10171,117654
1633950000000,2021-10-11 11:00:00,BTC/USDT,56229.93,56691.50,55910.00,56437.85,19464.077,1095292181.37336,189639
1633946400000,2021-10-11 10:00:00,BTC/USDT,56541.09,56598.14,56211.00,56229.89,7765.897,438315934.99409,96250
1633942800000,2021-10-11 09:00:00,BTC/USDT,56590.57,56798.25,56453.04,56541.09,7224.798,408983390.02449,97478
1633939200000,2021-10-11 08:00:00,BTC/USDT,56820.00,56915.53,56346.06,56590.57,14338.444,811339930.72761,157037
1633935600000,2021-10-11 07:00:00,BTC/USDT,56693.02,57164.92,56570.00,56819.99,19317.572,1097686650.52527,198642
1633932000000,2021-10-11 06:00:00,BTC/USDT,56569.01,56820.00,56476.91,56693.01,10136.539,574233255.36253,123719
1633928400000,2021-10-11 05:00:00,BTC/USDT,56508.28,56625.00,56158.31,56569.01,9800.457,553046605.57063,125518
1633924800000,2021-10-11 04:00:00,BTC/USDT,56538.24,56761.92,56370.36,56508.28,12207.037,690465910.54513,154606
1633921200000,2021-10-11 03:00:00,BTC/USDT,55843.01,56861.52,55674.71,56538.24,29347.912,1650397799.01223,284177
1633917600000,2021-10-11 02:00:00,BTC/USDT,55343.62,55844.37,55279.23,55844.37,8072.245,448282308.95175,95987
1633914000000,2021-10-11 01:00:00,BTC/USDT,55183.97,55666.00,55084.22,55343.61,13844.085,767323988.85857,134022
1633910400000,2021-10-11 00:00:00,BTC/USDT,54700.00,55200.00,54458.00,55183.96,14772.230,810015583.02300,150144
1633906800000,2021-10-10 23:00:00,BTC/USDT,54943.51,54979.24,54329.39,54700.00,12149.457,664472277.31714,116983
1633903200000,2021-10-10 22:00:00,BTC/USDT,54832.86,55000.00,54590.84,54940.06,14408.600,789439783.93813,129317
1633899600000,2021-10-10 21:00:00,BTC/USDT,55460.59,55473.17,54473.41,54832.87,26248.780,1440187292.08143,256960
1633896000000,2021-10-10 20:00:00,BTC/USDT,55475.45,56789.00,55230.66,55460.60,37015.062,2069876132.57451,350885
1633892400000,2021-10-10 19:00:00,BTC/USDT,55340.89,55554.52,55248.24,55475.46,6318.485,350094906.29070,83238
1633888800000,2021-10-10 18:00:00,BTC/USDT,55371.75,55426.89,55014.32,55340.88,7236.217,399758295.44421,86946
1633885200000,2021-10-10 17:00:00,BTC/USDT,55486.96,55497.66,55007.18,55371.75,8545.001,471782853.91586,108443
1633881600000,2021-10-10 16:00:00,BTC/USDT,55383.23,55510.35,55194.46,55486.96,6603.739,365564238.84090,93163
1633878000000,2021-10-10 15:00:00,BTC/USDT,55148.59,55600.00,55000.81,55383.24,9250.856,511531175.25263,115246
1633874400000,2021-10-10 14:00:00,BTC/USDT,55245.51,55485.66,55130.00,55148.59,8061.659,445754119.62973,103490
1633870800000,2021-10-10 13:00:00,BTC/USDT,54980.13,55350.00,54641.00,55246.67,12035.927,662839138.88062,138862
1633867200000,2021-10-10 12:00:00,BTC/USDT,55182.24,55227.30,54750.00,54980.12,7869.501,432556552.59621,105510
1633863600000,2021-10-10 11:00:00,BTC/USDT,55052.97,55350.55,54850.00,55182.23,7813.290,430478863.69164,102198
1633860000000,2021-10-10 10:00:00,BTC/USDT,55016.87,55199.91,54710.00,55052.97,8008.415,440650553.34068,103041
1633856400000,2021-10-10 09:00:00,BTC/USDT,55619.00,55636.14,54837.98,55016.87,20903.091,1152055745.81365,210717
1633852800000,2021-10-10 08:00:00,BTC/USDT,55699.00,55980.00,55555.00,55619.00,8246.556,459719386.34644,110203
1633849200000,2021-10-10 07:00:00,BTC/USDT,55660.10,55813.55,55464.32,55699.00,6324.305,351821881.97614,90888
1633845600000,2021-10-10 06:00:00,BTC/USDT,55708.92,55894.23,55530.62,55660.10,6137.713,341781440.49009,85916
1633842000000,2021-10-10 05:00:00,BTC/USDT,55919.85,56165.51,55428.53,55708.91,15389.051,857685196.78983,159987
1633838400000,2021-10-10 04:00:00,BTC/USDT,55075.01,56100.00,54871.85,55919.84,22353.933,1240485263.45036,216039
1633834800000,2021-10-10 03:00:00,BTC/USDT,54652.62,55209.99,54591.22,55076.40,8044.623,441858732.25061,93869
1633831200000,2021-10-10 02:00:00,BTC/USDT,54412.74,54799.00,54101.00,54654.72,10639.213,579577433.37938,121742
1633827600000,2021-10-10 01:00:00,BTC/USDT,54929.14,54981.82,54410.00,54412.74,11882.741,648834383.89530,130066
1633824000000,2021-10-10 00:00:00,BTC/USDT,54960.79,55237.95,54826.25,54929.14,7586.603,417461693.50409,96190
1633820400000,2021-10-09 23:00:00,BTC/USDT,54926.83,55188.61,54877.22,54960.77,4678.480,257409362.55091,72657
1633816800000,2021-10-09 22:00:00,BTC/USDT,54860.44,55006.05,54780.13,54926.83,3928.306,215600071.34897,62062
1633813200000,2021-10-09 21:00:00,BTC/USDT,54690.34,54877.10,54573.99,54860.45,3289.080,179990746.62996,54681
1633809600000,2021-10-09 20:00:00,BTC/USDT,54680.44,54695.00,54342.36,54690.34,7481.576,407704324.59861,97112
1633806000000,2021-10-09 19:00:00,BTC/USDT,54925.67,54986.00,54600.00,54680.44,4008.970,219650560.31686,61383
1633802400000,2021-10-09 18:00:00,BTC/USDT,54947.56,55147.99,54777.38,54925.66,4196.047,230424730.25716,62983
1633798800000,2021-10-09 17:00:00,BTC/USDT,54849.60,54981.99,54756.00,54947.56,4093.552,224688619.03709,64924
1633795200000,2021-10-09 16:00:00,BTC/USDT,55016.38,55179.65,54672.94,54849.59,9748.361,535349530.50501,117724
1633791600000,2021-10-09 15:00:00,BTC/USDT,55178.79,55219.54,54906.84,55016.38,5525.886,304299188.99510,83004
1633788000000,2021-10-09 14:00:00,BTC/USDT,55274.69,55351.56,55086.68,55178.87,6629.212,365970255.67551,94583
1633784400000,2021-10-09 13:00:00,BTC/USDT,55011.36,55589.00,54950.00,55274.69,12418.029,686241581.76752,133739
1633780800000,2021-10-09 12:00:00,BTC/USDT,54820.01,55196.71,54820.01,55011.36,7402.083,407472627.60215,95495
1633777200000,2021-10-09 11:00:00,BTC/USDT,54923.99,55434.52,54808.00,54820.00,15605.873,859692065.28602,164360
1633773600000,2021-10-09 10:00:00,BTC/USDT,54938.26,55069.27,54604.00,54923.99,7446.515,408335059.38959,93873
1633770000000,2021-10-09 09:00:00,BTC/USDT,54764.09,54956.95,54509.02,54938.25,5940.967,325172291.89983,82620
1633766400000,2021-10-09 08:00:00,BTC/USDT,54943.46,55087.82,54540.89,54764.07,8231.733,451034001.35036,102513
1633762800000,2021-10-09 07:00:00,BTC/USDT,54876.99,55096.00,54744.63,54943.45,6003.081,329585499.45671,78727
1633759200000,2021-10-09 06:00:00,BTC/USDT,54625.67,55206.27,54615.05,54877.00,12694.977,697315071.64720,138542
1633755600000,2021-10-09 05:00:00,BTC/USDT,54714.82,54779.17,54400.81,54625.68,5267.399,287322462.18839,72274
1633752000000,2021-10-09 04:00:00,BTC/USDT,54587.26,54772.71,54506.00,54714.83,5468.341,298881833.53872,66912
1633748400000,2021-10-09 03:00:00,BTC/USDT,54181.23,54737.26,54128.05,54587.26,8494.363,463010133.24118,96352
1633744800000,2021-10-09 02:00:00,BTC/USDT,54041.32,54233.98,53882.92,54181.22,5106.244,276120133.11894,67077
1633741200000,2021-10-09 01:00:00,BTC/USDT,54294.75,54349.99,53880.00,54041.32,5344.677,288952660.94278,74471
1633737600000,2021-10-09 00:00:00,BTC/USDT,53974.99,54329.29,53656.66,54294.74,8491.641,459020655.31706,104307
1633734000000,2021-10-08 23:00:00,BTC/USDT,54094.79,54162.00,53800.00,53975.00,5618.790,303184647.00052,75540
1633730400000,2021-10-08 22:00:00,BTC/USDT,54191.43,54292.07,54060.54,54094.80,4099.828,222075751.11198,61288
1633726800000,2021-10-08 21:00:00,BTC/USDT,54018.59,54350.00,53901.00,54191.43,6899.481,373355460.75102,95947
1633723200000,2021-10-08 20:00:00,BTC/USDT,54713.17,54798.53,53768.00,54018.59,11921.697,646997125.74476,126332
1633719600000,2021-10-08 19:00:00,BTC/USDT,54531.85,54734.24,54281.57,54711.80,6384.965,348336900.76911,79049
1633716000000,2021-10-08 18:00:00,BTC/USDT,54339.92,54695.00,54260.01,54531.85,6631.039,361575127.56336,89921
1633712400000,2021-10-08 17:00:00,BTC/USDT,54329.37,54469.40,54175.99,54339.92,6394.581,347221621.48947,77944
1633708800000,2021-10-08 16:00:00,BTC/USDT,54349.04,54546.50,54070.87,54329.37,9861.344,535633699.24166,116122
1633705200000,2021-10-08 15:00:00,BTC/USDT,54591.82,54790.01,54050.00,54349.03,13474.302,732577645.31340,147647
1633701600000,2021-10-08 14:00:00,BTC/USDT,54207.97,54720.00,54159.83,54591.82,12200.313,664678632.87994,148127
1633698000000,2021-10-08 13:00:00,BTC/USDT,54896.44,54983.94,54000.00,54207.97,20433.488,1113808484.18100,202776
1633694400000,2021-10-08 12:00:00,BTC/USDT,55301.00,55359.00,54525.00,54896.43,20476.751,1124780738.08778,218669
1633690800000,2021-10-08 11:00:00,BTC/USDT,55525.04,55648.29,55170.23,55300.99,8845.851,490503316.28285,113914
1633687200000,2021-10-08 10:00:00,BTC/USDT,55276.37,55628.00,55222.22,55525.05,7855.117,435472234.06155,105017
1633683600000,2021-10-08 09:00:00,BTC/USDT,55834.80,55930.00,55111.00,55275.00,21868.454,1213772480.04636,215874
1633680000000,2021-10-08 08:00:00,BTC/USDT,54851.89,56208.73,54785.00,55834.80,32291.837,1792622136.52762,347850
1633676400000,2021-10-08 07:00:00,BTC/USDT,54162.32,55046.88,54051.01,54851.88,18314.015,1000355794.75583,194625
1633672800000,2021-10-08 06:00:00,BTC/USDT,54208.84,54318.46,54029.49,54162.32,6040.629,327235850.46485,90438
1633669200000,2021-10-08 05:00:00,BTC/USDT,53924.85,54226.10,53647.30,54208.84,7540.214,406749290.88437,97691
1633665600000,2021-10-08 04:00:00,BTC/USDT,53858.47,54019.26,53802.97,53924.85,3667.796,197759274.88582,65996
1633662000000,2021-10-08 03:00:00,BTC/USDT,53891.73,53982.49,53740.70,53858.46,5112.715,275302291.80737,83498
1633658400000,2021-10-08 02:00:00,BTC/USDT,54333.68,54450.00,53825.48,53891.24,8175.714,441884686.61555,105000
1633654800000,2021-10-08 01:00:00,BTC/USDT,54152.76,54432.68,54084.10,54333.67,5220.899,283333987.58957,79616
1633651200000,2021-10-08 00:00:00,BTC/USDT,53814.99,54257.48,53751.92,54153.12,5880.215,317769649.99704,83481
1633647600000,2021-10-07 23:00:00,BTC/USDT,53942.18,54011.82,53650.00,53814.99,6045.419,325381287.85868,84156
1633644000000,2021-10-07 22:00:00,BTC/USDT,54318.69,54659.38,53812.91,53946.80,10569.842,571866448.09878,133163
1633640400000,2021-10-07 21:00:00,BTC/USDT,54220.00,54570.00,54102.82,54318.68,7218.973,392603642.03447,93130
1633636800000,2021-10-07 20:00:00,BTC/USDT,54019.50,54399.70,53948.00,54219.99,5144.108,278763151.24163,77093
1633633200000,2021-10-07 19:00:00,BTC/USDT,53954.51,54224.46,53916.90,54019.50,4388.432,237370967.91290,71014
1633629600000,2021-10-07 18:00:00,BTC/USDT,54212.45,54279.09,53875.75,53954.51,5335.579,288437796.86150,82922
1633626000000,2021-10-07 17:00:00,BTC/USDT,54189.48,54369.30,54068.89,54212.44,7030.688,381272212.53940,97251
1633622400000,2021-10-07 16:00:00,BTC/USDT,53959.28,54369.18,53455.30,54189.49,15540.031,837736515.02979,171571
1633618800000,2021-10-07 15:00:00,BTC/USDT,53840.31,54260.00,53700.00,53959.27,11107.294,599705721.08931,136380
1633615200000,2021-10-07 14:00:00,BTC/USDT,54594.27,54720.89,53374.34,53841.96,26607.557,1437096589.43311,275568
1633611600000,2021-10-07 13:00:00,BTC/USDT,54035.09,54752.23,53832.00,54594.28,15784.518,857721724.27844,179572
1633608000000,2021-10-07 12:00:00,BTC/USDT,54354.98,54415.00,53666.00,54035.11,17739.917,958494598.25376,184588
1633604400000,2021-10-07 11:00:00,BTC/USDT,53989.01,54420.00,53955.00,54356.00,9557.508,517944000.38234,115289
1633600800000,2021-10-07 10:00:00,BTC/USDT,54386.36,54499.00,53888.00,53989.01,10370.888,561526159.07469,140002
1633597200000,2021-10-07 09:00:00,BTC/USDT,54597.61,54612.19,53861.03,54386.37,21961.646,1190754575.27730,245321
1633593600000,2021-10-07 08:00:00,BTC/USDT,54807.63,54826.87,54455.67,54597.62,6123.343,334403161.99662,93823
1633590000000,2021-10-07 07:00:00,BTC/USDT,54587.30,54846.69,54325.00,54808.39,10433.781,569671006.81589,141961
1633586400000,2021-10-07 06:00:00,BTC/USDT,54781.17,55015.14,54446.80,54587.31,7175.446,392420428.93310,101776
1633582800000,2021-10-07 05:00:00,BTC/USDT,55100.25,55100.25,54611.00,54781.16,8524.468,466871086.41298,111439
1633579200000,2021-10-07 04:00:00,BTC/USDT,54853.63,55280.00,54800.00,55100.24,5834.361,321444271.76418,86420
1633575600000,2021-10-07 03:00:00,BTC/USDT,55110.76,55259.00,54764.64,54853.63,7526.104,413769132.93127,103922
1633572000000,2021-10-07 02:00:00,BTC/USDT,54822.99,55268.30,54725.00,55110.76,8902.024,489856956.90526,127544
1633568400000,2021-10-07 01:00:00,BTC/USDT,54845.90,54950.00,54145.42,54823.00,15993.170,872213572.79035,179397
1633564800000,2021-10-07 00:00:00,BTC/USDT,55327.45,55337.80,54552.98,54845.91,18059.448,992118591.36045,195188
1633561200000,2021-10-06 23:00:00,BTC/USDT,55166.79,55817.00,55143.99,55321.60,17529.007,971724604.03041,189151
1633557600000,2021-10-06 22:00:00,BTC/USDT,55087.04,55304.97,54910.03,55166.79,6394.337,352289384.36187,92622
1633554000000,2021-10-06 21:00:00,BTC/USDT,54957.69,55278.00,54913.20,55087.09,5867.484,323360586.82655,82742
1633550400000,2021-10-06 20:00:00,BTC/USDT,55078.55,55426.98,54840.00,54957.69,13808.839,761629911.25518,163635
1633546800000,2021-10-06 19:00:00,BTC/USDT,54590.00,55115.00,54572.49,55078.56,8745.032,479960150.22763,115072
1633543200000,2021-10-06 18:00:00,BTC/USDT,54628.64,55147.19,54536.01,54590.00,11068.219,607298334.37310,144117
1633539600000,2021-10-06 17:00:00,BTC/USDT,54912.03,54940.00,54555.00,54628.64,8276.257,452773390.81287,109125
1633536000000,2021-10-06 16:00:00,BTC/USDT,55014.04,55081.09,54510.00,54912.03,17701.019,969207985.40060,195881
1633532400000,2021-10-06 15:00:00,BTC/USDT,54529.77,55160.00,54289.12,55014.04,23101.897,1264128849.48668,256834
1633528800000,2021-10-06 14:00:00,BTC/USDT,54035.99,54588.88,53802.00,54529.77,24364.054,1320531130.92365,259999
1633525200000,2021-10-06 13:00:00,BTC/USDT,52706.47,56416.02,52588.30,54035.59,88100.039,4780840830.43056,852677
1633521600000,2021-10-06 12:00:00,BTC/USDT,51296.44,52818.00,51248.94,52706.47,45299.755,2365005041.65358,426209
